type,plate_x,plate_z,player_name
X,-0.34,2.17,"Verlander, Justin"
S,0.1,3.47,"Verlander, Justin"
S,0.9,1.93,"Verlander, Justin"
B,1.6,1.58,"Verlander, Justin"
S,0.04,2.45,"Verlander, Justin"
S,0.43,3.56,"Verlander, Justin"
B,0.76,1.57,"Verlander, Justin"
S,0.65,2.77,"Verlander, Justin"
S,0.82,2.97,"Verlander, Justin"
B,1.34,2.5,"Verlander, Justin"
B,0.99,1.2,"Verlander, Justin"
S,-0.22,2.07,"Verlander, Justin"
B,1.13,2.39,"Verlander, Justin"
X,0.55,2.74,"Verlander, Justin"
B,1.33,1.97,"Verlander, Justin"
S,-0.81,2.58,"Verlander, Justin"
S,1.78,1.68,"Verlander, Justin"
S,0.13,2.68,"Verlander, Justin"
S,0.29,3.17,"Verlander, Justin"
S,-0.72,3.9,"Verlander, Justin"
B,0.97,2.1,"Verlander, Justin"
S,0.83,3.75,"Verlander, Justin"
B,2.2,1.09,"Verlander, Justin"
S,0.36,2.42,"Verlander, Justin"
B,2.18,0.36,"Verlander, Justin"
S,-0.13,2.48,"Verlander, Justin"
S,0.47,2.1,"Verlander, Justin"
S,-0.64,3.07,"Verlander, Justin"
B,1.19,0.97,"Verlander, Justin"
S,0.38,2.08,"Verlander, Justin"
S,0.21,2.43,"Verlander, Justin"
B,0.02,3.48,"Verlander, Justin"
X,-0.41,2.88,"Verlander, Justin"
S,0.55,3.19,"Verlander, Justin"
B,0.04,5.01,"Verlander, Justin"
S,0.35,3.09,"Verlander, Justin"
X,0.12,2.43,"Verlander, Justin"
S,-0.75,2.93,"Verlander, Justin"
S,0.41,2.44,"Verlander, Justin"
B,0.55,0.76,"Verlander, Justin"
S,0.67,2.69,"Verlander, Justin"
S,-0.34,3.29,"Verlander, Justin"
S,0.93,2.14,"Verlander, Justin"
B,1.74,1.44,"Verlander, Justin"
S,0.02,1.93,"Verlander, Justin"
S,0.67,2.14,"Verlander, Justin"
X,0.35,3.26,"Verlander, Justin"
S,0.18,2.41,"Verlander, Justin"
B,-0.22,4.22,"Verlander, Justin"
S,-0.03,1.76,"Verlander, Justin"
S,0.13,2.94,"Verlander, Justin"
S,0.2,2.64,"Verlander, Justin"
B,0.88,3.69,"Verlander, Justin"
S,0.44,2.76,"Verlander, Justin"
B,0.43,3.82,"Verlander, Justin"
S,0.26,4.02,"Verlander, Justin"
B,0.76,1.04,"Verlander, Justin"
S,0.55,3.56,"Verlander, Justin"
S,0.17,2.65,"Verlander, Justin"
S,0.41,2.2,"Verlander, Justin"
B,0.75,2.88,"Verlander, Justin"
B,-1.02,2.64,"Verlander, Justin"
X,-0.28,2.62,"Verlander, Justin"
B,0.41,1.78,"Verlander, Justin"
S,-0.06,3.82,"Verlander, Justin"
B,1.03,2.69,"Verlander, Justin"
S,0.52,2.63,"Verlander, Justin"
B,0.74,3.6,"Verlander, Justin"
S,0.62,1.94,"Verlander, Justin"
S,0.37,1.64,"Verlander, Justin"
S,0.29,3.12,"Verlander, Justin"
S,-0.13,2.58,"Verlander, Justin"
B,-1.72,2.54,"Verlander, Justin"
B,0.85,3.17,"Verlander, Justin"
S,-0.86,2.31,"Verlander, Justin"
B,-0.9,4.23,"Verlander, Justin"
S,0.38,1.75,"Verlander, Justin"
B,-0.3,1.03,"Verlander, Justin"
S,-0.97,2.06,"Verlander, Justin"
X,0.29,3.26,"Verlander, Justin"
B,-0.06,4.07,"Verlander, Justin"
S,0.77,2.81,"Verlander, Justin"
X,-0.26,2.03,"Verlander, Justin"
B,-1.67,2.9,"Verlander, Justin"
S,-0.41,2.63,"Verlander, Justin"
S,-0.77,3.11,"Verlander, Justin"
B,-1.63,4.48,"Verlander, Justin"
S,-0.34,2.07,"Verlander, Justin"
S,1.42,1.58,"Verlander, Justin"
S,0.66,2.85,"Verlander, Justin"
S,-0.66,2.05,"Verlander, Justin"
B,-0.97,2.9,"Verlander, Justin"
S,0.68,2.79,"Verlander, Justin"
S,-0.7,1.82,"Verlander, Justin"
S,0.15,2.39,"Verlander, Justin"
X,0.93,2.45,"Verlander, Justin"
B,0.25,0.17,"Verlander, Justin"
S,0.55,1.34,"Verlander, Justin"
S,0.69,2.98,"Verlander, Justin"
X,-0.66,1.94,"Verlander, Justin"
S,-1.06,1.97,"Verlander, Justin"
B,0.09,3.63,"Verlander, Justin"
B,-1.67,2.42,"Verlander, Justin"
B,-1.07,2.22,"Verlander, Justin"
B,1.51,-0.08,"Verlander, Justin"
S,-0.42,2.85,"Verlander, Justin"
X,0.29,1.38,"Verlander, Justin"
S,0.38,2.2,"Verlander, Justin"
X,-0.95,2.44,"Verlander, Justin"
B,-1.07,3.67,"Verlander, Justin"
S,-0.26,1.65,"Verlander, Justin"
S,-0.76,1.61,"Verlander, Justin"
B,0.64,1.5,"Verlander, Justin"
X,0.69,1.72,"Verlander, Justin"
B,-0.79,0.91,"Verlander, Justin"
S,-0.3,1.96,"Verlander, Justin"
S,0.85,1.49,"Verlander, Justin"
B,-1.02,1.97,"Verlander, Justin"
X,-0.84,2.75,"Verlander, Justin"
B,-1.13,3.39,"Verlander, Justin"
S,0.55,1.46,"Verlander, Justin"
B,-1.69,2.47,"Verlander, Justin"
S,-0.04,4.11,"Verlander, Justin"
B,-0.69,4.74,"Verlander, Justin"
S,0.37,3.07,"Verlander, Justin"
S,0.8,2.06,"Verlander, Justin"
B,0.89,3.65,"Verlander, Justin"
B,-1.27,3.63,"Verlander, Justin"
S,0.34,2.64,"Verlander, Justin"
B,-0.95,3.13,"Verlander, Justin"
B,-1.35,2.31,"Verlander, Justin"
B,-1.93,2.33,"Verlander, Justin"
X,-0.18,2.24,"Verlander, Justin"
X,0.1,1.01,"Verlander, Justin"
B,-1.17,3.81,"Verlander, Justin"
S,-0.48,1.66,"Verlander, Justin"
B,-1.28,2.35,"Verlander, Justin"
S,-0.41,2.02,"Verlander, Justin"
S,0.15,2.99,"Verlander, Justin"
S,-0.94,1.61,"Verlander, Justin"
B,-1.06,2.56,"Verlander, Justin"
B,0.56,3.81,"Verlander, Justin"
X,-0.71,2.61,"Verlander, Justin"
S,0.09,2.25,"Verlander, Justin"
B,-1.15,4.04,"Verlander, Justin"
B,-1.01,2.59,"Verlander, Justin"
S,0.46,3.08,"Verlander, Justin"
S,0.45,2.8,"Verlander, Justin"
B,-0.19,4.0,"Verlander, Justin"
S,0.07,3.03,"Verlander, Justin"
B,1.28,2.42,"Verlander, Justin"
S,0.18,2.46,"Verlander, Justin"
B,-0.31,1.39,"Verlander, Justin"
B,-0.51,1.22,"Verlander, Justin"
X,-0.4,2.57,"Verlander, Justin"
S,-0.51,2.71,"Verlander, Justin"
B,-1.19,3.11,"Verlander, Justin"
S,0.62,1.53,"Verlander, Justin"
B,-1.61,2.53,"Verlander, Justin"
X,-0.01,2.81,"Verlander, Justin"
S,0.83,3.08,"Verlander, Justin"
B,0.27,1.57,"Verlander, Justin"
X,-0.16,2.92,"Verlander, Justin"
S,-0.52,3.11,"Verlander, Justin"
B,-1.55,2.96,"Verlander, Justin"
B,-1.33,3.35,"Verlander, Justin"
S,-0.29,1.71,"Verlander, Justin"
B,-1.99,1.69,"Verlander, Justin"
X,0.55,2.41,"Verlander, Justin"
S,-0.59,1.83,"Verlander, Justin"
S,-0.69,2.44,"Verlander, Justin"
S,0.47,1.48,"Verlander, Justin"
B,-1.63,2.74,"Verlander, Justin"
X,0.45,3.17,"Verlander, Justin"
S,0.41,1.35,"Verlander, Justin"
S,0.05,3.57,"Verlander, Justin"
B,1.41,0.99,"Verlander, Justin"
S,1.38,2.25,"Verlander, Justin"
S,-0.11,2.96,"Verlander, Justin"
B,-0.98,4.03,"Verlander, Justin"
B,-1.4,4.37,"Verlander, Justin"
B,-2.1,3.73,"Verlander, Justin"
B,-2.03,3.19,"Verlander, Justin"
X,0.96,2.34,"Verlander, Justin"
B,1.3,3.45,"Verlander, Justin"
X,0.29,3.32,"Verlander, Justin"
S,-0.19,1.94,"Verlander, Justin"
S,0.2,3.14,"Verlander, Justin"
B,1.52,2.17,"Verlander, Justin"
B,1.64,2.03,"Verlander, Justin"
B,2.0,2.05,"Verlander, Justin"
B,0.48,3.53,"Verlander, Justin"
S,0.48,2.09,"Verlander, Justin"
S,0.04,3.03,"Verlander, Justin"
X,0.21,2.29,"Verlander, Justin"
S,0.42,2.86,"Verlander, Justin"
S,1.03,1.27,"Verlander, Justin"
B,1.75,0.04,"Verlander, Justin"
B,1.07,3.23,"Verlander, Justin"
S,0.87,1.9,"Verlander, Justin"
X,-0.48,2.33,"Verlander, Justin"
B,-0.53,1.01,"Verlander, Justin"
X,-0.3,1.58,"Verlander, Justin"
S,0.45,2.66,"Verlander, Justin"
S,0.08,3.43,"Verlander, Justin"
S,-0.46,2.66,"Verlander, Justin"
X,0.29,2.75,"Verlander, Justin"
X,-0.04,3.1,"Verlander, Justin"
B,-1.56,3.04,"Verlander, Justin"
S,-0.27,2.57,"Verlander, Justin"
S,0.91,2.22,"Verlander, Justin"
B,-1.67,2.01,"Verlander, Justin"
X,0.6,3.12,"Verlander, Justin"
S,0.27,2.69,"Verlander, Justin"
X,-1.29,3.2,"Verlander, Justin"
S,-0.3,3.69,"Verlander, Justin"
S,0.06,3.03,"Verlander, Justin"
B,-1.26,2.42,"Verlander, Justin"
B,-0.01,3.76,"Verlander, Justin"
B,0.78,2.75,"Verlander, Justin"
B,-1.44,2.81,"Verlander, Justin"
S,0.39,3.28,"Verlander, Justin"
S,0.55,3.8,"Verlander, Justin"
S,-1.01,3.07,"Verlander, Justin"
S,0.82,1.59,"Verlander, Justin"
S,0.44,2.52,"Verlander, Justin"
S,1.01,2.07,"Verlander, Justin"
S,-0.42,3.51,"Verlander, Justin"
S,0.29,3.87,"Verlander, Justin"
S,0.43,2.44,"Verlander, Justin"
S,0.17,2.68,"Verlander, Justin"
S,-1.13,2.69,"Verlander, Justin"
B,-0.55,3.54,"Verlander, Justin"
S,0.18,3.71,"Verlander, Justin"
S,0.03,3.14,"Verlander, Justin"
B,0.34,1.43,"Verlander, Justin"
B,0.8,3.35,"Verlander, Justin"
B,0.89,1.47,"Verlander, Justin"
S,0.52,1.91,"Verlander, Justin"
S,0.34,2.5,"Verlander, Justin"
X,-0.47,2.71,"Verlander, Justin"
B,1.62,2.64,"Verlander, Justin"
B,-1.02,2.31,"Verlander, Justin"
S,-0.79,3.35,"Verlander, Justin"
S,-1.07,2.87,"Verlander, Justin"
X,-0.29,2.33,"Verlander, Justin"
B,2.16,1.86,"Verlander, Justin"
S,0.76,2.78,"Verlander, Justin"
B,-0.93,4.11,"Verlander, Justin"
B,0.95,2.05,"Verlander, Justin"
X,-0.73,2.54,"Verlander, Justin"
B,-1.16,3.28,"Verlander, Justin"
B,1.11,2.88,"Verlander, Justin"
X,0.61,2.04,"Verlander, Justin"
B,0.85,3.02,"Verlander, Justin"
B,1.38,2.44,"Verlander, Justin"
B,1.06,1.25,"Verlander, Justin"
S,-0.71,2.37,"Verlander, Justin"
S,0.21,2.35,"Verlander, Justin"
S,0.46,2.55,"Verlander, Justin"
S,0.26,2.89,"Verlander, Justin"
S,2.01,0.45,"Verlander, Justin"
B,1.24,0.46,"Verlander, Justin"
S,0.78,3.86,"Verlander, Justin"
S,0.9,2.18,"Verlander, Justin"
S,-0.33,2.48,"Verlander, Justin"
X,-0.41,3.03,"Verlander, Justin"
B,1.45,1.54,"Verlander, Justin"
B,-0.7,4.12,"Verlander, Justin"
S,-0.64,3.3,"Verlander, Justin"
B,1.09,2.93,"Verlander, Justin"
B,-1.32,3.52,"Verlander, Justin"
S,-0.37,3.3,"Verlander, Justin"
B,0.98,3.66,"Verlander, Justin"
X,0.33,2.29,"Verlander, Justin"
B,1.72,1.7,"Verlander, Justin"
S,0.46,3.39,"Verlander, Justin"
S,0.12,1.2,"Verlander, Justin"
S,0.69,3.6,"Verlander, Justin"
S,-0.77,2.42,"Verlander, Justin"
B,0.84,2.22,"Verlander, Justin"
S,0.56,3.14,"Verlander, Justin"
B,-1.83,2.77,"Verlander, Justin"
X,-0.75,2.95,"Verlander, Justin"
B,2.0,2.52,"Verlander, Justin"
S,0.12,3.75,"Verlander, Justin"
S,-0.1,2.07,"Verlander, Justin"
B,1.39,3.2,"Verlander, Justin"
S,0.16,3.18,"Verlander, Justin"
X,-0.51,2.26,"Verlander, Justin"
S,0.12,3.33,"Verlander, Justin"
B,0.74,3.52,"Verlander, Justin"
S,1.02,3.32,"Verlander, Justin"
S,0.58,2.69,"Verlander, Justin"
B,-1.65,3.55,"Verlander, Justin"
S,-1.1,2.68,"Verlander, Justin"
S,-0.98,3.45,"Verlander, Justin"
B,-1.3,3.0,"Verlander, Justin"
X,0.6,2.75,"Verlander, Justin"
S,0.91,2.15,"Verlander, Justin"
X,-0.67,3.69,"Verlander, Justin"
S,-0.95,2.07,"Verlander, Justin"
S,0.19,1.93,"Verlander, Justin"
S,-0.24,2.29,"Verlander, Justin"
S,-0.88,2.29,"Verlander, Justin"
X,0.26,1.91,"Verlander, Justin"
B,-1.18,1.39,"Verlander, Justin"
X,-0.52,3.83,"Verlander, Justin"
B,-0.26,4.02,"Verlander, Justin"
X,0.34,2.29,"Verlander, Justin"
B,1.54,0.84,"Verlander, Justin"
B,1.75,2.23,"Verlander, Justin"
S,1.13,1.45,"Verlander, Justin"
S,0.51,2.04,"Verlander, Justin"
B,-1.27,3.08,"Verlander, Justin"
B,0.17,3.64,"Verlander, Justin"
B,-0.83,3.47,"Verlander, Justin"
B,-1.57,4.11,"Verlander, Justin"
X,0.25,1.93,"Verlander, Justin"
S,-0.07,3.19,"Verlander, Justin"
S,0.72,0.59,"Verlander, Justin"
S,0.29,1.81,"Verlander, Justin"
S,0.44,3.34,"Verlander, Justin"
S,0.73,2.75,"Verlander, Justin"
S,0.42,3.25,"Verlander, Justin"
S,0.65,1.97,"Verlander, Justin"
B,0.46,4.75,"Verlander, Justin"
S,-0.58,3.04,"Verlander, Justin"
B,-0.22,4.91,"Verlander, Justin"
S,0.83,2.35,"Verlander, Justin"
B,1.81,0.62,"Verlander, Justin"
S,0.79,2.59,"Verlander, Justin"
B,-0.94,4.3,"Verlander, Justin"
B,-1.18,4.14,"Verlander, Justin"
S,0.31,2.13,"Verlander, Justin"
X,0.27,3.03,"Verlander, Justin"
B,0.35,4.3,"Verlander, Justin"
S,-0.16,2.11,"Verlander, Justin"
S,-0.85,2.57,"Verlander, Justin"
X,0.62,3.64,"Verlander, Justin"
S,0.84,2.8,"Verlander, Justin"
S,0.73,2.73,"Verlander, Justin"
X,0.11,2.59,"Verlander, Justin"
S,0.37,2.53,"Verlander, Justin"
X,0.78,1.38,"Verlander, Justin"
S,0.69,2.83,"Verlander, Justin"
S,0.85,2.83,"Verlander, Justin"
S,1.14,0.93,"Verlander, Justin"
S,0.98,2.34,"Verlander, Justin"
S,0.64,1.14,"Verlander, Justin"
S,-0.78,3.37,"Verlander, Justin"
S,1.35,2.25,"Verlander, Justin"
S,-0.58,1.81,"Verlander, Justin"
S,0.76,1.99,"Verlander, Justin"
B,-0.88,3.27,"Verlander, Justin"
S,0.03,3.28,"Verlander, Justin"
S,0.52,3.04,"Verlander, Justin"
B,1.43,1.45,"Verlander, Justin"
S,0.03,3.49,"Verlander, Justin"
B,0.61,4.73,"Verlander, Justin"
S,0.24,2.44,"Verlander, Justin"
S,-0.18,2.9,"Verlander, Justin"
B,1.32,1.01,"Verlander, Justin"
X,0.55,1.99,"Verlander, Justin"
B,2.21,1.19,"Verlander, Justin"
S,0.89,1.83,"Verlander, Justin"
S,0.53,2.88,"Verlander, Justin"
B,1.18,2.36,"Verlander, Justin"
X,0.26,1.18,"Verlander, Justin"
S,0.02,1.0,"Verlander, Justin"
S,0.82,3.11,"Verlander, Justin"
X,0.04,2.44,"Verlander, Justin"
S,-0.9,2.11,"Verlander, Justin"
B,0.32,3.76,"Verlander, Justin"
B,0.52,3.82,"Verlander, Justin"
S,0.85,0.92,"Verlander, Justin"
B,-1.44,2.11,"Verlander, Justin"
X,0.24,2.23,"Verlander, Justin"
B,-1.4,2.96,"Verlander, Justin"
B,-1.87,2.44,"Verlander, Justin"
S,-0.74,1.99,"Verlander, Justin"
S,0.22,3.42,"Verlander, Justin"
B,0.3,3.61,"Verlander, Justin"
S,0.49,2.72,"Verlander, Justin"
B,0.55,3.47,"Verlander, Justin"
S,-0.49,2.49,"Verlander, Justin"
X,0.18,3.21,"Verlander, Justin"
B,1.28,2.01,"Verlander, Justin"
B,-1.58,2.64,"Verlander, Justin"
S,0.79,2.24,"Verlander, Justin"
S,0.33,2.86,"Verlander, Justin"
S,0.83,2.4,"Verlander, Justin"
S,0.3,2.66,"Verlander, Justin"
B,-0.52,1.38,"Verlander, Justin"
X,0.62,2.9,"Verlander, Justin"
S,0.64,1.16,"Verlander, Justin"
B,1.44,2.04,"Verlander, Justin"
S,0.93,2.49,"Verlander, Justin"
B,0.91,3.55,"Verlander, Justin"
S,0.11,2.48,"Verlander, Justin"
S,-0.5,2.24,"Verlander, Justin"
S,0.09,2.63,"Verlander, Justin"
B,-0.51,1.44,"Verlander, Justin"
S,0.9,2.43,"Verlander, Justin"
X,0.11,1.71,"Verlander, Justin"
B,1.23,1.84,"Verlander, Justin"
S,0.28,2.31,"Verlander, Justin"
B,1.05,1.06,"Verlander, Justin"
X,1.17,1.94,"Verlander, Justin"
B,-0.96,1.74,"Verlander, Justin"
S,-0.02,3.65,"Verlander, Justin"
S,0.05,2.22,"Verlander, Justin"
X,-0.01,2.4,"Verlander, Justin"
B,0.41,4.88,"Verlander, Justin"
S,-0.28,3.59,"Verlander, Justin"
B,-0.33,4.65,"Verlander, Justin"
X,-0.59,2.63,"Verlander, Justin"
X,-0.56,2.72,"Verlander, Justin"
S,1.03,2.59,"Verlander, Justin"
X,-0.08,2.38,"Verlander, Justin"
S,-0.93,3.17,"Verlander, Justin"
X,-0.1,2.82,"Verlander, Justin"
B,1.14,2.45,"Verlander, Justin"
S,-0.18,3.07,"Verlander, Justin"
S,0.63,3.51,"Verlander, Justin"
S,-0.94,3.08,"Verlander, Justin"
S,0.16,2.92,"Verlander, Justin"
B,1.1,3.35,"Verlander, Justin"
B,1.14,2.9,"Verlander, Justin"
X,0.09,1.55,"Verlander, Justin"
S,0.48,3.1,"Verlander, Justin"
B,1.1,2.83,"Verlander, Justin"
S,0.67,3.28,"Verlander, Justin"
S,-1.31,3.07,"Verlander, Justin"
S,-0.19,3.4,"Verlander, Justin"
S,-0.04,3.39,"Verlander, Justin"
B,-0.1,4.75,"Verlander, Justin"
B,1.38,0.68,"Verlander, Justin"
B,1.28,3.71,"Verlander, Justin"
S,-0.17,2.66,"Verlander, Justin"
S,-0.77,3.29,"Verlander, Justin"
S,0.07,1.83,"Verlander, Justin"
B,1.81,1.13,"Verlander, Justin"
B,2.33,1.51,"Verlander, Justin"
S,0.13,1.99,"Verlander, Justin"
S,0.75,2.11,"Verlander, Justin"
X,1.66,2.59,"Verlander, Justin"
B,0.23,0.91,"Verlander, Justin"
B,0.55,1.65,"Verlander, Justin"
S,0.35,2.02,"Verlander, Justin"
S,1.33,2.63,"Verlander, Justin"
B,0.73,1.49,"Verlander, Justin"
X,-0.99,2.94,"Verlander, Justin"
S,-0.45,3.23,"Verlander, Justin"
B,2.14,0.58,"Verlander, Justin"
B,1.59,1.95,"Verlander, Justin"
S,0.12,1.82,"Verlander, Justin"
X,0.41,2.59,"Verlander, Justin"
B,1.1,2.33,"Verlander, Justin"
X,1.11,2.27,"Verlander, Justin"
S,0.72,2.87,"Verlander, Justin"
S,0.5,2.43,"Verlander, Justin"
X,0.25,2.35,"Verlander, Justin"
S,-0.81,3.21,"Verlander, Justin"
B,-0.47,1.6,"Verlander, Justin"
X,-0.99,2.46,"Verlander, Justin"
B,1.0,3.16,"Verlander, Justin"
S,-0.32,1.8,"Verlander, Justin"
B,-1.02,2.41,"Verlander, Justin"
B,0.43,4.0,"Verlander, Justin"
S,0.14,2.74,"Verlander, Justin"
S,0.16,2.25,"Verlander, Justin"
S,0.27,2.07,"Verlander, Justin"
S,0.58,2.9,"Verlander, Justin"
S,0.22,3.52,"Verlander, Justin"
B,1.44,0.37,"Verlander, Justin"
B,0.98,3.43,"Verlander, Justin"
S,0.32,1.5,"Verlander, Justin"
B,2.41,0.61,"Verlander, Justin"
S,0.59,2.35,"Verlander, Justin"
S,0.36,2.06,"Verlander, Justin"
S,0.77,1.6,"Verlander, Justin"
S,-0.62,1.99,"Verlander, Justin"
S,-0.7,2.4,"Verlander, Justin"
X,-0.67,2.27,"Verlander, Justin"
S,0.7,2.74,"Verlander, Justin"
B,-0.26,4.29,"Verlander, Justin"
S,0.78,2.42,"Verlander, Justin"
S,0.46,2.19,"Verlander, Justin"
X,0.46,1.93,"Verlander, Justin"
X,-0.29,1.51,"Verlander, Justin"
S,-0.43,2.08,"Verlander, Justin"
B,-1.45,1.95,"Verlander, Justin"
X,-0.08,2.7,"Verlander, Justin"
X,0.35,3.23,"Verlander, Justin"
S,0.45,2.96,"Verlander, Justin"
S,-1.19,2.01,"Verlander, Justin"
B,-1.79,2.66,"Verlander, Justin"
S,0.86,1.01,"Verlander, Justin"
S,-0.84,2.81,"Verlander, Justin"
S,0.65,2.1,"Verlander, Justin"
S,-0.62,1.22,"Verlander, Justin"
B,0.98,3.36,"Verlander, Justin"
B,0.87,3.34,"Verlander, Justin"
B,0.94,3.49,"Verlander, Justin"
B,1.87,2.16,"Verlander, Justin"
S,0.49,2.6,"Verlander, Justin"
X,0.34,1.62,"Verlander, Justin"
S,-0.84,1.96,"Verlander, Justin"
S,0.35,1.98,"Verlander, Justin"
S,0.55,2.7,"Verlander, Justin"
B,-0.52,3.44,"Verlander, Justin"
B,1.06,3.16,"Verlander, Justin"
S,-0.13,3.0,"Verlander, Justin"
S,1.14,2.41,"Verlander, Justin"
B,0.44,3.46,"Verlander, Justin"
B,2.3,2.42,"Verlander, Justin"
S,-0.29,3.22,"Verlander, Justin"
S,-0.06,3.27,"Verlander, Justin"
S,0.55,2.21,"Verlander, Justin"
X,0.78,3.08,"Verlander, Justin"
S,-0.39,2.71,"Verlander, Justin"
B,-1.61,3.27,"Verlander, Justin"
X,-0.08,2.86,"Verlander, Justin"
S,0.45,2.41,"Verlander, Justin"
X,0.06,2.87,"Verlander, Justin"
S,-0.22,2.63,"Verlander, Justin"
S,0.57,1.76,"Verlander, Justin"
S,0.87,2.67,"Verlander, Justin"
B,1.77,2.98,"Verlander, Justin"
B,0.3,1.13,"Verlander, Justin"
S,1.59,1.85,"Verlander, Justin"
S,-0.03,3.25,"Verlander, Justin"
S,0.22,1.49,"Verlander, Justin"
B,-1.0,3.48,"Verlander, Justin"
B,0.04,1.23,"Verlander, Justin"
B,-1.18,3.45,"Verlander, Justin"
B,-1.6,2.81,"Verlander, Justin"
B,-1.39,2.25,"Verlander, Justin"
S,-0.63,2.53,"Verlander, Justin"
B,1.95,2.57,"Verlander, Justin"
S,-0.55,2.81,"Verlander, Justin"
S,0.75,1.89,"Verlander, Justin"
B,1.05,3.3,"Verlander, Justin"
X,-0.71,2.48,"Verlander, Justin"
B,-1.44,1.61,"Verlander, Justin"
X,-0.08,2.66,"Verlander, Justin"
S,-0.84,1.77,"Verlander, Justin"
B,-1.62,3.19,"Verlander, Justin"
B,0.79,2.42,"Verlander, Justin"
X,-1.21,3.02,"Verlander, Justin"
S,-0.41,2.7,"Verlander, Justin"
B,-0.89,3.92,"Verlander, Justin"
B,-0.8,3.46,"Verlander, Justin"
B,0.54,2.19,"Verlander, Justin"
S,0.18,3.33,"Verlander, Justin"
X,0.46,2.5,"Verlander, Justin"
X,-0.36,1.36,"Verlander, Justin"
S,0.54,3.68,"Verlander, Justin"
B,1.0,1.37,"Verlander, Justin"
S,1.64,2.76,"Verlander, Justin"
S,1.0,2.73,"Verlander, Justin"
S,-0.33,2.43,"Verlander, Justin"
X,-0.35,2.22,"Verlander, Justin"
B,2.38,0.88,"Verlander, Justin"
S,0.48,2.41,"Verlander, Justin"
S,0.51,3.02,"Verlander, Justin"
B,1.27,1.01,"Verlander, Justin"
S,0.07,2.62,"Verlander, Justin"
S,-0.22,3.14,"Verlander, Justin"
B,1.15,1.48,"Verlander, Justin"
B,0.84,1.16,"Verlander, Justin"
B,-0.92,1.06,"Verlander, Justin"
S,0.75,2.52,"Verlander, Justin"
X,0.37,1.16,"Verlander, Justin"
S,0.07,3.09,"Verlander, Justin"
X,-0.04,2.01,"Verlander, Justin"
X,0.46,1.92,"Verlander, Justin"
S,-0.49,3.12,"Verlander, Justin"
B,1.35,1.94,"Verlander, Justin"
S,0.76,3.26,"Verlander, Justin"
S,0.93,2.07,"Verlander, Justin"
S,-1.03,2.68,"Verlander, Justin"
B,-0.89,1.68,"Verlander, Justin"
X,0.84,1.89,"Verlander, Justin"
B,0.28,4.22,"Verlander, Justin"
S,0.86,1.32,"Verlander, Justin"
S,-0.68,1.89,"Verlander, Justin"
X,0.87,2.17,"Verlander, Justin"
X,0.85,2.06,"Verlander, Justin"
B,0.65,1.34,"Verlander, Justin"
S,0.0,2.04,"Verlander, Justin"
B,-1.23,2.1,"Verlander, Justin"
S,0.79,2.41,"Verlander, Justin"
X,1.03,2.93,"Verlander, Justin"
S,1.06,3.02,"Verlander, Justin"
B,1.05,4.26,"Verlander, Justin"
S,0.15,3.68,"Verlander, Justin"
S,0.28,1.13,"Verlander, Justin"
X,0.28,2.81,"Verlander, Justin"
B,2.02,1.97,"Verlander, Justin"
X,0.39,2.46,"Verlander, Justin"
X,0.68,1.89,"Verlander, Justin"
S,0.06,3.39,"Verlander, Justin"
S,-0.76,1.82,"Verlander, Justin"
X,0.33,1.73,"Verlander, Justin"
X,0.12,3.2,"Verlander, Justin"
B,1.09,3.18,"Verlander, Justin"
B,-0.45,1.22,"Verlander, Justin"
S,0.77,3.04,"Verlander, Justin"
B,0.79,1.06,"Verlander, Justin"
X,-0.22,3.01,"Verlander, Justin"
S,-0.33,2.7,"Verlander, Justin"
B,1.6,1.95,"Verlander, Justin"
B,0.74,4.26,"Verlander, Justin"
S,-0.4,4.04,"Verlander, Justin"
S,0.49,1.77,"Verlander, Justin"
S,0.99,1.35,"Verlander, Justin"
B,0.86,3.3,"Verlander, Justin"
S,0.46,2.57,"Verlander, Justin"
X,0.22,2.22,"Verlander, Justin"
B,-0.3,3.99,"Verlander, Justin"
S,-0.04,2.23,"Verlander, Justin"
B,0.57,4.04,"Verlander, Justin"
B,-0.59,1.28,"Verlander, Justin"
X,0.89,2.76,"Verlander, Justin"
S,0.65,2.7,"Verlander, Justin"
B,1.0,2.51,"Verlander, Justin"
B,1.16,1.7,"Verlander, Justin"
B,2.2,0.31,"Verlander, Justin"
S,0.62,3.05,"Verlander, Justin"
S,0.42,3.41,"Verlander, Justin"
S,-0.21,3.21,"Verlander, Justin"
S,0.9,2.94,"Verlander, Justin"
X,-0.21,2.47,"Verlander, Justin"
B,1.16,2.45,"Verlander, Justin"
X,-0.55,1.81,"Verlander, Justin"
B,-0.07,1.58,"Verlander, Justin"
X,0.9,2.42,"Verlander, Justin"
B,1.81,-0.54,"Verlander, Justin"
S,-0.23,2.14,"Verlander, Justin"
S,0.59,2.13,"Verlander, Justin"
S,0.13,2.2,"Verlander, Justin"
B,-0.29,4.72,"Verlander, Justin"
S,0.21,2.88,"Verlander, Justin"
S,0.75,1.88,"Verlander, Justin"
X,0.74,2.02,"Verlander, Justin"
S,0.21,2.6,"Verlander, Justin"
B,1.18,1.66,"Verlander, Justin"
X,-0.46,1.66,"Verlander, Justin"
B,-1.19,2.25,"Verlander, Justin"
X,0.68,2.26,"Verlander, Justin"
B,-1.23,2.61,"Verlander, Justin"
S,0.31,1.96,"Verlander, Justin"
